theme,catalyst,investigation_pathway,business_tag,display_order,mapping_status
Industrials,Automation investment,Industrial Equipment,industrial_equipment,60,active
Industrials,Automation investment,Engineering Services,engineering_services,70,active
Industrials,Automation investment,Contract Manufacturing,contract_manufacturing,80,active
Industrials,Automation investment,Logistics,logistics,90,active
Industrials,Automation investment,Power Management,power_management,100,active
Industrials,Logistics demand,Road Freight,road_freight,10,active
Industrials,Logistics demand,Rail Logistics,rail_logistics,20,active
Industrials,Logistics demand,Shipping,freight_transport,30,active
Industrials,Logistics demand,Warehousing,logistics_real_estate,40,active
Industrials,Logistics demand,Packaging,packaging,50,active
Industrials,Logistics demand,Fuel Distribution,fuel_distribution,60,active
Industrials,Logistics demand,Industrial Equipment,industrial_equipment,70,active
Industrials,Logistics demand,Retail,retail,80,active
Industrials,Logistics demand,Ecommerce,ecommerce,90,active
Industrials,Logistics demand,Cargo Transport,cargo_transport,100,active
Industrials,Freight activity,Shipping,freight_transport,10,active
Industrials,Freight activity,Road Freight,road_freight,20,active
Industrials,Freight activity,Rail Transport,rail_transport,30,active
Industrials,Freight activity,Ports,transportation_infrastructure,40,active
Industrials,Freight activity,Logistics,logistics,50,active
Industrials,Freight activity,Packaging,packaging,60,active
Industrials,Freight activity,Fuel Distribution,fuel_distribution,70,active
Industrials,Freight activity,Industrial Manufacturing,industrial_processing,80,active
Industrials,Freight activity,Agriculture,agriculture,90,active
Industrials,Freight activity,Wholesale Distribution,wholesale_distribution,100,active
Industrials,Capital expenditure growth,Industrial Equipment,industrial_equipment,10,active
Industrials,Capital expenditure growth,Engineering Services,engineering_services,20,active
Industrials,Capital expenditure growth,Construction,infrastructure_engineering,30,active
Industrials,Capital expenditure growth,Industrial Automation,industrial_automation,40,active
Industrials,Capital expenditure growth,Technology Distribution,technology_distribution,50,active
Industrials,Capital expenditure growth,Energy Infrastructure,energy_infrastructure,60,active
Industrials,Capital expenditure growth,Transportation,transportation,70,active
Industrials,Capital expenditure growth,Construction Materials,construction_materials,80,active
Industrials,Capital expenditure growth,Contract Manufacturing,contract_manufacturing,90,active
Industrials,Capital expenditure growth,Business Services,business_services,100,active
Industrials,Industrial reshoring,Construction,infrastructure_engineering,10,active
Industrials,Industrial reshoring,Industrial Equipment,industrial_equipment,20,active
Industrials,Industrial reshoring,Industrial Automation,industrial_automation,30,active
Industrials,Industrial reshoring,Engineering Services,engineering_services,40,active
Industrials,Industrial reshoring,Logistics,logistics,50,active
Industrials,Industrial reshoring,Energy Infrastructure,energy_infrastructure,60,active
Industrials,Industrial reshoring,Semiconductors,semiconductors,70,active
Industrials,Industrial reshoring,Construction Materials,construction_materials,80,active
Industrials,Industrial reshoring,Industrial Chemicals,industrial_chemicals,90,active
Industrials,Industrial reshoring,Contract Manufacturing,contract_manufacturing,100,active
Materials,Copper demand increasing,Copper,copper,10,active
Materials,Copper demand increasing,Electrical Equipment,electrical_equipment,20,active
Materials,Copper demand increasing,Grid Infrastructure,grid_infrastructure,30,active
Materials,Copper demand increasing,Construction,infrastructure_engineering,40,active
Materials,Copper demand increasing,Renewable Energy,renewable_energy,50,active
Materials,Copper demand increasing,Industrial Equipment,industrial_equipment,60,active
Materials,Copper demand increasing,Electric Vehicles,electric_vehicles,70,active
Materials,Copper demand increasing,Power Cables,power_cables,80,active
Materials,Copper demand increasing,Engineering Services,engineering_services,90,active
Materials,Copper demand increasing,Utilities,utilities,100,active
Materials,Steel demand increasing,Steel,steel,10,active
Materials,Steel demand increasing,Construction,infrastructure_engineering,20,active
Materials,Steel demand increasing,Transportation Infrastructure,transportation_infrastructure,30,active
Materials,Steel demand increasing,Industrial Equipment,industrial_equipment,40,active
Materials,Steel demand increasing,Automotive Parts,automotive_parts,50,active
Materials,Steel demand increasing,Shipbuilding,shipbuilding,60,active
Materials,Steel demand increasing,Engineering Services,engineering_services,70,active
Materials,Steel demand increasing,Mining,mining,80,active
Materials,Steel demand increasing,Rail Equipment,rail_equipment,90,active
Materials,Steel demand increasing,Energy Infrastructure,energy_infrastructure,100,active
Materials,Chemical demand increasing,Industrial Chemicals,industrial_chemicals,10,active
Materials,Chemical demand increasing,Packaging,packaging,20,active
Materials,Chemical demand increasing,Agriculture,agriculture,30,active
Materials,Chemical demand increasing,Contract Manufacturing,contract_manufacturing,40,active
Materials,Chemical demand increasing,Construction,infrastructure_engineering,50,active
Materials,Chemical demand increasing,Water Treatment,water_treatment,60,active
Materials,Chemical demand increasing,Industrial Equipment,industrial_equipment,70,active
Materials,Chemical demand increasing,Healthcare Products,healthcare_products,80,active
Materials,Chemical demand increasing,Consumer Goods,consumer_goods,90,active
Materials,Chemical demand increasing,Logistics,logistics,100,active
Materials,Construction materials demand,Cement,cement,10,active
Materials,Construction materials demand,Aggregates,aggregates,20,active
Materials,Construction materials demand,Construction,infrastructure_engineering,30,active
Materials,Construction materials demand,Engineering Services,engineering_services,40,active
Materials,Construction materials demand,Steel,steel,50,active
Materials,Construction materials demand,Utilities,utilities,60,active
Materials,Construction materials demand,Real Estate Development,real_estate_development,70,active
Materials,Construction materials demand,Infrastructure,infrastructure,80,active
Materials,Construction materials demand,Industrial Equipment,industrial_equipment,90,active
Materials,Construction materials demand,Logistics,logistics,100,active
Materials,Critical minerals demand,Critical Minerals,critical_minerals,10,active
Materials,Critical minerals demand,Battery Materials,battery_materials,20,active
Materials,Critical minerals demand,Copper,copper,30,active
Materials,Critical minerals demand,Mining,mining,40,active
Materials,Critical minerals demand,Energy Storage,energy_storage,50,active
Materials,Critical minerals demand,Electric Vehicles,electric_vehicles,60,active
Materials,Critical minerals demand,Renewable Energy,renewable_energy,70,active
Materials,Critical minerals demand,Semiconductors,semiconductors,80,active
Materials,Critical minerals demand,Industrial Equipment,industrial_equipment,90,active
Materials,Critical minerals demand,Defense Technology,defense_technology,100,active
Materials,Agricultural input demand,Agriculture,agriculture,10,active
Materials,Agricultural input demand,Industrial Chemicals,industrial_chemicals,20,active
Materials,Agricultural input demand,Farm Equipment,agricultural_equipment,30,active
Materials,Agricultural input demand,Logistics,logistics,40,active
Materials,Agricultural input demand,Packaging,packaging,50,active
Materials,Agricultural input demand,Water Infrastructure,water_infrastructure,60,active
Materials,Agricultural input demand,Energy Services,energy_services,70,active
Materials,Agricultural input demand,Food Production,food_manufacturing,80,active
Materials,Agricultural input demand,Commodity Trading,commodity_trading,90,active
Materials,Agricultural input demand,Wholesale Distribution,wholesale_distribution,100,active
Materials,Packaging demand,Packaging,packaging,10,active
Materials,Packaging demand,Paper Products,paper_products,20,active
Materials,Packaging demand,Industrial Chemicals,industrial_chemicals,30,active
Materials,Packaging demand,Retail,retail,40,active
Materials,Packaging demand,Ecommerce,ecommerce,50,active
Materials,Packaging demand,Logistics,logistics,60,active
Materials,Packaging demand,Food Production,food_manufacturing,70,active
Materials,Packaging demand,Consumer Goods,consumer_goods,80,active
Materials,Packaging demand,Contract Manufacturing,contract_manufacturing,90,active
Materials,Packaging demand,Recycling,recycling,100,active
Materials,Mining investment,Mining Equipment,mining_equipment,10,active
Materials,Mining investment,Engineering Services,engineering_services,20,active
Materials,Mining investment,Industrial Equipment,industrial_equipment,30,active
Materials,Mining investment,Steel,steel,40,active
Materials,Mining investment,Construction,infrastructure_engineering,50,active
Materials,Mining investment,Logistics,logistics,60,active
Materials,Mining investment,Energy Infrastructure,energy_infrastructure,70,active
Materials,Mining investment,Industrial Chemicals,industrial_chemicals,80,active
Materials,Mining investment,Industrial Automation,industrial_automation,90,active
Materials,Mining investment,Rail Logistics,rail_logistics,100,active
Materials,Commodity shortages,Mining,mining,10,active
Materials,Commodity shortages,Industrial Chemicals,industrial_chemicals,20,active
Materials,Commodity shortages,Contract Manufacturing,contract_manufacturing,30,active
Materials,Commodity shortages,Construction,infrastructure_engineering,40,active
Materials,Commodity shortages,Industrial Equipment,industrial_equipment,50,active
Materials,Commodity shortages,Agriculture,agriculture,60,active
Materials,Commodity shortages,Energy Services,energy_services,70,active
Materials,Commodity shortages,Logistics,logistics,80,active
Materials,Commodity shortages,Recycling,recycling,90,active
Materials,Commodity shortages,Wholesale,wholesale,100,active
Materials,Recycling demand,Recycling,recycling,10,active
Materials,Recycling demand,Waste Management,waste_management,20,active
Materials,Recycling demand,Metals,metals,30,active
Materials,Recycling demand,Packaging,packaging,40,active
Materials,Recycling demand,Industrial Chemicals,industrial_chemicals,50,active
