theme,catalyst,investigation_pathway,display_order,status
Materials,Mining investment,Mining Equipment,10,active
Materials,Mining investment,Engineering Services,20,active
Materials,Mining investment,Industrial Equipment,30,active
Materials,Mining investment,Steel,40,active
Materials,Mining investment,Construction,50,active
Materials,Mining investment,Logistics,60,active
Materials,Mining investment,Energy Infrastructure,70,active
Materials,Mining investment,Industrial Chemicals,80,active
Materials,Mining investment,Industrial Automation,90,active
Materials,Mining investment,Rail Logistics,100,active
Materials,Commodity shortages,Mining,10,active
Materials,Commodity shortages,Industrial Chemicals,20,active
Materials,Commodity shortages,Contract Manufacturing,30,active
Materials,Commodity shortages,Construction,40,active
Materials,Commodity shortages,Industrial Equipment,50,active
Materials,Commodity shortages,Agriculture,60,active
Materials,Commodity shortages,Energy Services,70,active
Materials,Commodity shortages,Logistics,80,active
Materials,Commodity shortages,Recycling,90,active
Materials,Commodity shortages,Wholesale,100,active
Materials,Recycling demand,Recycling,10,active
Materials,Recycling demand,Waste Management,20,active
Materials,Recycling demand,Metals,30,active
Materials,Recycling demand,Packaging,40,active
Materials,Recycling demand,Industrial Chemicals,50,active
Materials,Recycling demand,Industrial Equipment,60,active
Materials,Recycling demand,Utilities,70,active
Materials,Recycling demand,Construction,80,active
Materials,Recycling demand,Engineering Services,90,active
Materials,Recycling demand,Consumer Goods,100,active
Financial Services,Interest rates rising,Commercial Banking,10,active
Financial Services,Interest rates rising,Retail Banking,20,active
Financial Services,Interest rates rising,Life Insurance,30,active
Financial Services,Interest rates rising,Investment Management,40,active
Financial Services,Interest rates rising,Consumer Finance,50,active
Financial Services,Interest rates rising,Mortgage Services,60,active
Financial Services,Interest rates rising,Payment Networks,70,active
Financial Services,Interest rates rising,Investment Banking,80,active
Financial Services,Interest rates rising,Commercial Real Estate,90,active
Financial Services,Interest rates rising,Fintech,100,active
Financial Services,Interest rates falling,Mortgage Services,10,active
Financial Services,Interest rates falling,Consumer Finance,20,active
Financial Services,Interest rates falling,Commercial Banking,30,active
Financial Services,Interest rates falling,Investment Management,40,active
Financial Services,Interest rates falling,Real Estate,50,active
Financial Services,Interest rates falling,Homebuilding,60,active
Financial Services,Interest rates falling,Life Insurance,70,active
Financial Services,Interest rates falling,Payment Networks,80,active
Financial Services,Interest rates falling,Investment Banking,90,active
Financial Services,Interest rates falling,Fintech,100,active
Financial Services,Credit expansion,Commercial Banking,10,active
Financial Services,Credit expansion,Consumer Finance,20,active
Financial Services,Credit expansion,Vehicle Finance,30,active
Financial Services,Credit expansion,Homebuilding,40,active
Financial Services,Credit expansion,Retail,50,active
Financial Services,Credit expansion,Commercial Real Estate,60,active
Financial Services,Credit expansion,Industrial Equipment,70,active
Financial Services,Credit expansion,Payment Networks,80,active
Financial Services,Credit expansion,Investment Management,90,active
Financial Services,Credit expansion,Insurance,100,active
Financial Services,Credit tightening,Commercial Banking,10,active
Financial Services,Credit tightening,Retail Banking,20,active
Financial Services,Credit tightening,Commercial Real Estate,30,active
Financial Services,Credit tightening,Consumer Finance,40,active
Financial Services,Credit tightening,Retail,50,active
Financial Services,Credit tightening,Construction,60,active
Financial Services,Credit tightening,Investment Management,70,active
Financial Services,Credit tightening,Insurance,80,active
Financial Services,Credit tightening,Payment Networks,90,active
Financial Services,Credit tightening,Private Credit,100,active
Financial Services,Consumer lending growth,Consumer Finance,10,active
Financial Services,Consumer lending growth,Commercial Banking,20,active
Financial Services,Consumer lending growth,Payment Networks,30,active
Financial Services,Consumer lending growth,Retail,40,active
Financial Services,Consumer lending growth,Vehicle Finance,50,active
Financial Services,Consumer lending growth,Homebuilding,60,active
Financial Services,Consumer lending growth,Insurance,70,active
Financial Services,Consumer lending growth,Fintech,80,active
Financial Services,Consumer lending growth,Credit Analytics,90,active
Financial Services,Consumer lending growth,Investment Management,100,active
Financial Services,Commercial lending weakness,Commercial Banking,10,active
Financial Services,Commercial lending weakness,Retail Banking,20,active
Financial Services,Commercial lending weakness,Industrials,30,active
Financial Services,Commercial lending weakness,Commercial Real Estate,40,active
Financial Services,Commercial lending weakness,Construction,50,active
Financial Services,Commercial lending weakness,Investment Management,60,active
Financial Services,Commercial lending weakness,Insurance,70,active
Financial Services,Commercial lending weakness,Investment Banking,80,active
Financial Services,Commercial lending weakness,Business Services,90,active
Financial Services,Commercial lending weakness,Equipment Rental,100,active
Financial Services,Insurance pricing changes,Insurance,10,active
Financial Services,Insurance pricing changes,Reinsurance,20,active
Financial Services,Insurance pricing changes,Risk Management,30,active
Financial Services,Insurance pricing changes,Healthcare Services,40,active
Financial Services,Insurance pricing changes,Property Management,50,active
Financial Services,Insurance pricing changes,Automotive Services,60,active
Financial Services,Insurance pricing changes,Commercial Real Estate,70,active
Financial Services,Insurance pricing changes,Construction,80,active
Financial Services,Insurance pricing changes,Investment Management,90,active
Financial Services,Insurance pricing changes,Risk Analytics,100,active
Financial Services,Capital markets activity,Investment Banking,10,active
Financial Services,Capital markets activity,Exchange Operations,20,active
Financial Services,Capital markets activity,Investment Management,30,active
Financial Services,Capital markets activity,Digital Brokerage,40,active
Financial Services,Capital markets activity,Market Data,50,active
Financial Services,Capital markets activity,Fintech,60,active
Financial Services,Capital markets activity,Custody Services,70,active
Financial Services,Capital markets activity,Legal Information,80,active
Financial Services,Capital markets activity,Consulting,90,active
Financial Services,Capital markets activity,Financial Data,100,active
Financial Services,Digital banking adoption,Fintech,10,active
Financial Services,Digital banking adoption,Commercial Banking,20,active
Financial Services,Digital banking adoption,Cybersecurity,30,active
Financial Services,Digital banking adoption,Cloud Services,40,active
Financial Services,Digital banking adoption,Payment Networks,50,active
Financial Services,Digital banking adoption,Digital Identity,60,active
Financial Services,Digital banking adoption,Enterprise Software,70,active
Financial Services,Digital banking adoption,Data Analytics,80,active
Financial Services,Digital banking adoption,Consulting,90,active
Financial Services,Digital banking adoption,Risk Management,100,active
Financial Services,Payment network growth,Payment Networks,10,active
Financial Services,Payment network growth,Fintech,20,active
Financial Services,Payment network growth,Commercial Banking,30,active
Financial Services,Payment network growth,Retail,40,active
Financial Services,Payment network growth,Ecommerce,50,active
Financial Services,Payment network growth,Cybersecurity,60,active
Financial Services,Payment network growth,Cloud Services,70,active
Financial Services,Payment network growth,Digital Identity,80,active
Financial Services,Payment network growth,Data Analytics,90,active
Financial Services,Payment network growth,Consumer Finance,100,active
Real Estate,Commercial property demand,Office Property,10,active
Real Estate,Commercial property demand,Industrial Property,20,active
Real Estate,Commercial property demand,Retail Property,30,active
Real Estate,Commercial property demand,Real Estate Services,40,active
Real Estate,Commercial property demand,Property Management,50,active
Real Estate,Commercial property demand,Construction,60,active
Real Estate,Commercial property demand,Construction Materials,70,active
Real Estate,Commercial property demand,Commercial Banking,80,active
Real Estate,Commercial property demand,Insurance,90,active
Real Estate,Commercial property demand,Facilities Services,100,active
Real Estate,Residential housing demand,Homebuilding,10,active
Real Estate,Residential housing demand,Residential Real Estate,20,active
Real Estate,Residential housing demand,Mortgage Services,30,active
Real Estate,Residential housing demand,Construction Materials,40,active
Real Estate,Residential housing demand,Construction,50,active
Real Estate,Residential housing demand,Home Improvement Retail,60,active
Real Estate,Residential housing demand,Insurance,70,active
Real Estate,Residential housing demand,Utilities,80,active
Real Estate,Residential housing demand,Real Estate Services,90,active
Real Estate,Residential housing demand,Property Management,100,active
Real Estate,Interest rate sensitivity,Real Estate Services,10,active
Real Estate,Interest rate sensitivity,Commercial Banking,20,active
Real Estate,Interest rate sensitivity,Mortgage Services,30,active
Real Estate,Interest rate sensitivity,Homebuilding,40,active
Real Estate,Interest rate sensitivity,Insurance,50,active
Real Estate,Interest rate sensitivity,Construction,60,active
Real Estate,Interest rate sensitivity,Property Management,70,active
Real Estate,Interest rate sensitivity,Investment Management,80,active
Real Estate,Interest rate sensitivity,Residential Real Estate,90,active
Real Estate,Interest rate sensitivity,Commercial Real Estate,100,active
Real Estate,Industrial property expansion,Industrial Property,10,active
Real Estate,Industrial property expansion,Logistics Real Estate,20,active
Real Estate,Industrial property expansion,Warehousing,30,active
Real Estate,Industrial property expansion,Ecommerce,40,active
Real Estate,Industrial property expansion,Construction,50,active
Real Estate,Industrial property expansion,Property Management,60,active
Real Estate,Industrial property expansion,Industrial Automation,70,active
